거래년도,품목분류,품목명,판매금액,수량,할인율,수익금액,거래월
2019,Fashion,Running Shoes,268800,5,0.03,132480,5월
2019,Fashion,Suits,130800,5,0.01,28320,5월
2019,Fashion,Fossil Watch,190800,5,0.03,66240,5월
2019,Auto & Accessories,Car Speakers,253200,3,0.01,149640,5월
2019,Electronic,Apple Laptop,300000,4,0.03,168000,5월
2019,Fashion,Running Shoes,268800,3,0.01,164760,5월
2019,Auto & Accessories,Car Media Players,168000,4,0.05,38400,5월
2019,Electronic,Apple Laptop,300000,2,0.05,174000,5월
2019,Auto & Accessories,Car Pillow & Neck Rest,277200,1,0.03,172920,5월
2019,Electronic,Samsung Mobile,264000,5,0.05,102000,5월
2019,Home & Furniture,Bed Sheets,253200,3,0.05,119280,5월
2019,Auto & Accessories,Car Pillow & Neck Rest,277200,4,0.03,147960,5월
2019,Home & Furniture,Beds,93600,1,0.05,93600,5월
2019,Auto & Accessories,Car Media Players,168000,2,0.05,55200,5월
2019,Auto & Accessories,Car Pillow & Neck Rest,277200,3,0.04,147960,5월
2019,Fashion,Shirts,235200,3,0.01,132120,5월
2019,Electronic,Iron,266400,1,0.04,159720,5월
2019,Home & Furniture,Sofas,80400,4,0.05,20160,5월
2019,Fashion,Casula Shoes,146400,2,0.05,35760,5월
2019,Fashion,Jeans,261600,2,0.01,160320,5월
2019,Fashion,T - Shirts,297600,3,0.05,156960,5월
2019,Auto & Accessories,Car Speakers,253200,3,0.02,141960,5월
2019,Home & Furniture,Umbrellas,84000,2,0.05,42000,5월
2019,Fashion,Casula Shoes,146400,4,0.02,38640,5월
2019,Fashion,Fossil Watch,190800,1,0.04,87120,5월
2019,Fashion,Formal Shoes,255600,4,0.05,108480,5월
2019,Home & Furniture,Beds,93600,1,0.02,93600,5월
2019,Electronic,Samsung Mobile,264000,3,0.01,160080,5월
2019,Fashion,Formal Shoes,255600,5,0.02,134040,5월
2019,Fashion,Sports Wear,102000,5,0.04,20400,5월
2019,Home & Furniture,Beds,93600,4,0.03,23400,5월
2019,Home & Furniture,Beds,93600,5,0.05,18720,5월
2019,Auto & Accessories,Car Seat Covers,136800,4,0.02,29880,5월
2019,Fashion,T - Shirts,297600,1,0.05,186720,5월
2019,Electronic,Mixer/Juicer,99600,4,0.05,24960,5월
2019,Auto & Accessories,Car Pillow & Neck Rest,277200,1,0.01,178440,5월
2019,Fashion,Fossil Watch,190800,4,0.02,79560,5월
2019,Fashion,Formal Shoes,255600,3,0.05,121320,5월
2019,Auto & Accessories,Car Seat Covers,136800,5,0.04,13440,5월
2019,Auto & Accessories,Car Speakers,253200,5,0.05,93960,5월
2019,Home & Furniture,Sofa Covers,259200,3,0.02,147600,5월
2019,Home & Furniture,Umbrellas,84000,1,0.04,84000,5월
2019,Home & Furniture,Dinning Tables,142800,4,0.05,18240,5월
2019,Auto & Accessories,Bike Tyres,86400,5,0.03,17280,5월
2019,Auto & Accessories,Car & Bike Care,141600,2,0.02,39960,5월
2019,Auto & Accessories,Tyre,300000,1,0.04,192000,5월
2019,Auto & Accessories,Car Speakers,253200,3,0.05,119280,5월
2019,Electronic,LED,230400,3,0.01,127440,5월
2019,Auto & Accessories,Car Pillow & Neck Rest,277200,2,0.05,153480,5월
2019,Fashion,T - Shirts,297600,3,0.03,174840,5월
2019,Fashion,Sneakers,74400,4,0.05,18600,5월
2019,Auto & Accessories,Bike Tyres,86400,3,0.04,28800,5월
2019,Fashion,T - Shirts,297600,4,0.02,177840,5월
2019,Auto & Accessories,Car Body Covers,140400,5,0.02,30360,5월
2019,Auto & Accessories,Car Pillow & Neck Rest,277200,2,0.03,164520,5월
2019,Fashion,Casula Shoes,146400,4,0.02,38640,5월
2019,Fashion,Casula Shoes,146400,2,0.05,35760,5월
2019,Auto & Accessories,Car Seat Covers,136800,1,0.03,36720,5월
2019,Auto & Accessories,Car Mat,64800,5,0.03,12960,5월
2019,Home & Furniture,Towels,273600,5,0.05,109200,5월
2019,Fashion,Shirts,235200,3,0.02,125040,5월
2019,Electronic,LED,230400,3,0.02,120600,5월
2019,Electronic,Apple Laptop,300000,1,0.03,195000,5월
2019,Home & Furniture,Towels,273600,4,0.04,133800,5월
2019,Fashion,Suits,130800,4,0.03,19080,5월
2019,Fashion,Sneakers,74400,4,0.03,18600,5월
2019,Fashion,Running Shoes,268800,5,0.05,105600,5월
2019,Fashion,Running Shoes,268800,4,0.02,151320,5월
2019,Electronic,Mixer/Juicer,99600,5,0.05,19920,5월
2019,Fashion,Casula Shoes,146400,3,0.05,28440,5월
2019,Fashion,T - Shirts,297600,2,0.05,171840,5월
2019,Fashion,Shirts,235200,4,0.03,111000,5월
2019,Home & Furniture,Bed Sheets,253200,1,0.04,147120,5월
2019,Home & Furniture,Beds,93600,4,0.03,23400,5월
2019,Fashion,Fossil Watch,190800,4,0.02,79560,5월
2019,Auto & Accessories,Tyre,300000,2,0.02,192000,5월
2019,Fashion,Fossil Watch,190800,1,0.03,89040,5월
2019,Home & Furniture,Dinner Crockery,159600,5,0.03,39720,5월
2019,Auto & Accessories,Bike Tyres,86400,3,0.04,28800,5월
2019,Home & Furniture,Curtains,40800,3,0.01,13560,5월
2019,Auto & Accessories,Tyre,300000,4,0.04,156000,5월
2019,Auto & Accessories,Car Media Players,168000,2,0.02,65280,5월
2019,Auto & Accessories,Car Seat Covers,136800,2,0.05,27120,5월
2019,Fashion,Formal Shoes,255600,3,0.02,144240,5월
2019,Electronic,LCD,78000,1,0.03,78000,5월
2019,Fashion,Fossil Watch,190800,4,0.01,87120,5월
2019,Electronic,Mouse,133200,1,0.05,30600,5월
2019,Fashion,Running Shoes,268800,1,0.02,167400,5월
2019,Auto & Accessories,Car Mat,64800,4,0.03,16200,5월
2019,Auto & Accessories,Tyre,300000,4,0.01,192000,5월
2019,Home & Furniture,Dinning Tables,142800,3,0.01,42480,5월
2019,Fashion,Casula Shoes,146400,4,0.01,44520,5월
2019,Fashion,T - Shirts,297600,3,0.03,174840,5월
2019,Fashion,Formal Shoes,255600,3,0.01,151920,5월
2019,Home & Furniture,Bed Sheets,253200,4,0.01,147120,5월
2019,Auto & Accessories,Car & Bike Care,141600,3,0.04,28560,5월
2019,Fashion,Shirts,235200,5,0.01,127440,5월
2019,Fashion,Sneakers,74400,3,0.04,24840,5월
2019,Fashion,Jeans,261600,5,0.03,126360,5월
2019,Fashion,Fossil Watch,190800,3,0.05,66240,5월
2019,Fashion,Casula Shoes,146400,5,0.03,28440,5월
2019,Home & Furniture,Sofas,80400,4,0.02,20160,5월
2019,Home & Furniture,Towels,273600,2,0.04,155760,5월
2019,Fashion,Casula Shoes,146400,2,0.04,38640,5월
2019,Auto & Accessories,Car Media Players,168000,4,0.01,65280,6월
2019,Fashion,Casula Shoes,146400,1,0.01,48960,6월
2019,Fashion,Running Shoes,268800,1,0.01,170160,6월
2019,Fashion,Shirts,235200,1,0.04,129840,6월
2019,Fashion,Jeans,261600,1,0.01,162960,6월
2019,Fashion,Shirts,235200,3,0.04,111000,6월
2019,Fashion,Sports Wear,102000,3,0.04,33960,6월
2019,Fashion,Running Shoes,268800,3,0.02,156720,6월
2019,Fashion,Jeans,261600,2,0.02,155160,6월
2019,Fashion,Formal Shoes,255600,3,0.02,144240,6월
2019,Fashion,Casula Shoes,146400,1,0.03,45960,6월
2019,Fashion,Fossil Watch,190800,1,0.03,89040,6월
2019,Home & Furniture,Dinning Tables,142800,1,0.05,39720,6월
2019,Fashion,T - Shirts,297600,2,0.01,195600,6월
2019,Electronic,Apple Laptop,300000,4,0.01,192000,6월
2019,Fashion,Jeans,261600,5,0.04,113280,6월
2019,Electronic,Tablet,238800,5,0.04,95040,6월
2019,Fashion,Sports Wear,102000,4,0.03,25560,6월
2019,Fashion,Formal Shoes,255600,1,0.05,146880,6월
2019,Home & Furniture,Beds,93600,4,0.05,23400,6월
2019,Fashion,Titak watch,273600,4,0.05,122880,6월
2019,Home & Furniture,Sofas,80400,1,0.01,80400,6월
2019,Fashion,Fossil Watch,190800,2,0.04,79560,6월
2019,Home & Furniture,Towels,273600,4,0.03,144720,6월
2019,Auto & Accessories,Tyre,300000,2,0.04,180000,6월
2019,Home & Furniture,Beds,93600,5,0.04,18720,6월
2019,Fashion,Suits,130800,1,0.02,32160,6월
2019,Fashion,Titak watch,273600,5,0.05,109200,6월
2019,Fashion,Formal Shoes,255600,2,0.01,154440,6월
2019,Fashion,Sports Wear,102000,4,0.02,25560,6월
2019,Fashion,Running Shoes,268800,1,0.04,162000,6월
2019,Fashion,Shirts,235200,3,0.03,118080,6월
2019,Auto & Accessories,Car & Bike Care,141600,4,0.05,17280,6월
2019,Electronic,Apple Laptop,300000,4,0.01,192000,6월
2019,Fashion,Jeans,261600,4,0.03,134160,6월
2019,Auto & Accessories,Bike Tyres,86400,4,0.03,21600,6월
2019,Fashion,Fossil Watch,190800,4,0.04,64320,6월
2019,Fashion,Running Shoes,268800,3,0.02,156720,6월
2019,Fashion,Sneakers,74400,2,0.03,37200,6월
2019,Fashion,Suits,130800,5,0.03,15240,6월
2019,Fashion,Running Shoes,268800,5,0.02,145920,6월
2019,Fashion,Running Shoes,268800,2,0.04,151320,6월
2019,Fashion,Shirts,235200,1,0.05,127440,6월
2019,Fashion,Fossil Watch,190800,4,0.01,87120,6월
2019,Home & Furniture,Bed Sheets,253200,2,0.02,147120,6월
2019,Fashion,Jeans,261600,5,0.05,100200,6월
2019,Auto & Accessories,Car Seat Covers,136800,1,0.03,36720,6월
2019,Electronic,Apple Laptop,300000,2,0.03,186000,6월
2019,Fashion,Running Shoes,268800,4,0.02,151320,6월
2019,Fashion,Running Shoes,268800,4,0.02,151320,6월
2019,Fashion,Casula Shoes,146400,5,0.03,28440,6월
2019,Fashion,Shirts,235200,3,0.03,118080,6월
2019,Auto & Accessories,Bike Tyres,86400,5,0.01,17280,6월
2019,Fashion,Shirts,235200,1,0.03,132120,6월
2019,Fashion,Sneakers,74400,2,0.01,37200,6월
2019,Fashion,T - Shirts,297600,4,0.01,189720,6월
2019,Auto & Accessories,Car Seat Covers,136800,2,0.04,29880,6월
2019,Fashion,Formal Shoes,255600,4,0.01,149400,6월
2019,Home & Furniture,Umbrellas,84000,5,0.03,16800,6월
2019,Fashion,T - Shirts,297600,5,0.03,156960,6월
2019,Fashion,Titak watch,273600,4,0.04,133800,6월
2019,Fashion,Shirts,235200,1,0.03,132120,6월
2019,Fashion,Sneakers,74400,4,0.02,18600,6월
2019,Fashion,Jeans,261600,2,0.05,139440,6월
2019,Home & Furniture,Shoe Rack,148800,3,0.05,30480,6월
2019,Auto & Accessories,Bike Tyres,86400,5,0.02,17280,6월
2019,Fashion,Sneakers,74400,5,0.04,14880,6월
2019,Fashion,Running Shoes,268800,3,0.01,164760,6월
2019,Electronic,Apple Laptop,300000,5,0.04,144000,6월
2019,Electronic,Speakers,156000,2,0.05,44400,6월
2019,Fashion,Suits,130800,5,0.04,8640,6월
2019,Fashion,Running Shoes,268800,1,0.04,162000,6월
2019,Fashion,Sports Wear,102000,4,0.02,25560,6월
2019,Fashion,Fossil Watch,190800,3,0.04,71880,6월
2019,Fashion,Sports Wear,102000,3,0.03,33960,6월
2019,Home & Furniture,Curtains,40800,4,0.02,10200,6월
2019,Fashion,Casula Shoes,146400,3,0.03,37200,6월
2019,Fashion,Jeans,261600,4,0.01,155160,6월
2019,Fashion,Casula Shoes,146400,1,0.02,47520,6월
2019,Home & Furniture,Sofas,80400,5,0.05,16080,6월
2019,Fashion,Fossil Watch,190800,5,0.05,47160,6월
2019,Fashion,Shirts,235200,1,0.04,129840,6월
2019,Fashion,Shirts,235200,3,0.03,118080,6월
2019,Fashion,T - Shirts,297600,4,0.04,153960,6월
2019,Auto & Accessories,Car Speakers,253200,5,0.01,144600,6월
2019,Fashion,Sports Wear,102000,5,0.05,20400,6월
2019,Auto & Accessories,Car Mat,64800,1,0.04,64800,6월
2019,Fashion,Jeans,261600,5,0.05,100200,6월
2019,Fashion,Casula Shoes,146400,4,0.04,27000,6월
2019,Fashion,T - Shirts,297600,5,0.01,186720,6월
2019,Fashion,Jeans,261600,2,0.02,155160,6월
2019,Home & Furniture,Shoe Rack,148800,1,0.05,45360,6월
2019,Auto & Accessories,Car Body Covers,140400,4,0.05,16320,6월
2019,Fashion,Sports Wear,102000,1,0.03,3000,6월
2019,Home & Furniture,Dinner Crockery,159600,3,0.01,58800,6월
2019,Fashion,Running Shoes,268800,3,0.03,148560,6월
2019,Fashion,T - Shirts,297600,3,0.05,156960,6월
2019,Fashion,T - Shirts,297600,3,0.01,192720,6월
2019,Home & Furniture,Curtains,40800,5,0.02,8160,6월
2019,Auto & Accessories,Tyre,300000,5,0.01,189000,6월
2019,Fashion,Formal Shoes,255600,5,0.03,121320,6월
2019,Fashion,Formal Shoes,255600,3,0.04,128880,6월
2019,Auto & Accessories,Bike Tyres,86400,2,0.05,43200,6월
2019,Home & Furniture,Umbrellas,84000,4,0.04,21000,6월
2019,Home & Furniture,Towels,273600,4,0.01,166680,6월
2019,Electronic,LCD,78000,1,0.03,78000,6월
2019,Fashion,Sneakers,74400,2,0.04,37200,6월
2019,Auto & Accessories,Car Body Covers,140400,2,0.01,41640,6월
2019,Fashion,Running Shoes,268800,5,0.04,119040,6월
2019,Home & Furniture,Dinner Crockery,159600,3,0.03,49200,6월
2019,Fashion,Sports Wear,102000,3,0.02,33960,6월
2019,Fashion,T - Shirts,297600,4,0.05,142080,6월
2019,Fashion,T - Shirts,297600,3,0.01,192720,6월
2019,Electronic,Speakers,156000,2,0.04,47520,6월
2019,Electronic,LED,230400,2,0.01,129840,6월
2019,Fashion,Sneakers,74400,1,0.05,74400,6월
2019,Fashion,Titak watch,273600,1,0.05,163920,6월
2019,Fashion,Fossil Watch,190800,4,0.04,64320,6월
2019,Fashion,Formal Shoes,255600,1,0.03,151920,6월
2019,Fashion,Suits,130800,4,0.02,24360,6월
2019,Fashion,Shirts,235200,2,0.04,120360,6월
2019,Auto & Accessories,Tyre,300000,1,0.04,192000,6월
2019,Fashion,Formal Shoes,255600,3,0.04,128880,6월
2019,Home & Furniture,Sofas,80400,4,0.02,20160,6월
2019,Fashion,Running Shoes,268800,1,0.03,164760,6월
2019,Fashion,Formal Shoes,255600,2,0.02,149400,6월
2019,Home & Furniture,Sofas,80400,1,0.01,80400,6월
2019,Fashion,Titak watch,273600,2,0.04,155760,6월
2019,Home & Furniture,Umbrellas,84000,3,0.04,27960,6월
2019,Fashion,T - Shirts,297600,1,0.01,198600,6월
2019,Fashion,Running Shoes,268800,2,0.01,167400,6월
2019,Fashion,Sneakers,74400,1,0.03,74400,6월
2019,Fashion,Sports Wear,102000,3,0.02,33960,6월
2019,Electronic,Apple Laptop,300000,3,0.02,186000,6월
2019,Fashion,Sports Wear,102000,3,0.04,33960,6월
2019,Home & Furniture,Curtains,40800,4,0.02,10200,6월
2019,Fashion,Fossil Watch,190800,1,0.01,92880,6월
2019,Electronic,Mouse,133200,4,0.02,26520,6월
2019,Fashion,Sneakers,74400,1,0.03,74400,6월
2019,Home & Furniture,Curtains,40800,4,0.05,10200,6월
2019,Auto & Accessories,Car Pillow & Neck Rest,277200,3,0.03,156240,6월
2019,Home & Furniture,Umbrellas,84000,2,0.01,42000,6월
2019,Home & Furniture,Sofa Covers,259200,2,0.05,137280,6월
2019,Fashion,Fossil Watch,190800,1,0.01,92880,6월
2019,Fashion,Formal Shoes,255600,2,0.02,149400,6월
2019,Fashion,Casula Shoes,146400,4,0.02,38640,6월
2019,Fashion,Shirts,235200,1,0.03,132120,6월
2019,Fashion,Suits,130800,3,0.05,15240,6월
2019,Home & Furniture,Sofa Covers,259200,5,0.02,137280,6월
2019,Fashion,Casula Shoes,146400,3,0.01,45960,6월
2019,Home & Furniture,Curtains,40800,4,0.04,10200,6월
2019,Electronic,Speakers,156000,4,0.02,47520,6월
2019,Fashion,Suits,130800,4,0.03,19080,6월
2019,Fashion,Titak watch,273600,4,0.03,144720,6월
2019,Home & Furniture,Curtains,40800,3,0.02,13560,6월
2019,Fashion,T - Shirts,297600,1,0.05,186720,6월
2019,Electronic,Mouse,133200,4,0.05,10560,6월
2019,Fashion,Jeans,261600,3,0.03,142080,6월
2019,Fashion,Sports Wear,102000,3,0.03,33960,6월
2019,Fashion,Sports Wear,102000,4,0.05,25560,6월
2019,Electronic,Watch,124800,1,0.03,25080,6월
2019,Fashion,Fossil Watch,190800,2,0.02,87120,6월
2019,Fashion,Jeans,261600,4,0.04,123720,6월
2019,Electronic,Iron,266400,5,0.05,103800,6월
2019,Fashion,Casula Shoes,146400,1,0.03,45960,6월
2019,Fashion,Casula Shoes,146400,1,0.05,43080,6월
2019,Home & Furniture,Sofa Covers,259200,3,0.04,132120,6월
2019,Fashion,Formal Shoes,255600,3,0.03,136560,6월
2019,Home & Furniture,Sofas,80400,5,0.04,16080,6월
2019,Fashion,Formal Shoes,255600,1,0.04,149400,6월
2019,Fashion,Sneakers,74400,2,0.02,37200,6월
2019,Home & Furniture,Dinning Tables,142800,3,0.01,42480,6월
2019,Fashion,Sports Wear,102000,5,0.03,20400,6월
2019,Fashion,Fossil Watch,190800,3,0.04,71880,6월
2019,Home & Furniture,Dinner Crockery,159600,1,0.01,62040,6월
2019,Fashion,Fossil Watch,190800,2,0.02,87120,6월
2019,Fashion,Sports Wear,102000,2,0.03,51000,6월
2019,Electronic,Mouse,133200,3,0.04,21240,6월
2019,Electronic,Fans,178800,3,0.05,56040,6월
2019,Fashion,Running Shoes,268800,2,0.01,167400,6월
2019,Electronic,Mixer/Juicer,99600,1,0.05,99600,6월
2019,Home & Furniture,Bed Sheets,253200,3,0.05,119280,6월
2019,Electronic,LCD,78000,4,0.03,19560,6월
2019,Home & Furniture,Bed Sheets,253200,2,0.05,131880,6월
2019,Fashion,Shirts,235200,1,0.03,132120,6월
2019,Fashion,Titak watch,273600,2,0.02,166680,6월
2019,Electronic,Samsung Mobile,264000,1,0.04,157440,6월
2019,Fashion,Jeans,261600,1,0.03,157800,6월
2019,Auto & Accessories,Tyre,300000,1,0.05,189000,6월
2019,Fashion,Titak watch,273600,3,0.03,153000,6월
2019,Fashion,Formal Shoes,255600,3,0.02,144240,6월
2019,Fashion,Shirts,235200,4,0.04,101520,6월
2019,Fashion,Running Shoes,268800,3,0.05,132480,6월
2019,Fashion,Running Shoes,268800,3,0.03,148560,6월
2019,Fashion,Casula Shoes,146400,4,0.05,21120,6월
2019,Auto & Accessories,Tyre,300000,2,0.01,198000,6월
2019,Auto & Accessories,Tyre,300000,3,0.02,186000,6월
2019,Fashion,Sneakers,74400,3,0.02,24840,6월
2019,Fashion,Running Shoes,268800,1,0.01,170160,6월
2019,Home & Furniture,Sofa Covers,259200,4,0.03,132120,6월
2019,Fashion,Shirts,235200,5,0.05,80400,6월
2019,Fashion,Jeans,261600,2,0.03,149880,6월
2019,Fashion,Jeans,261600,4,0.03,134160,6월
2019,Fashion,Formal Shoes,255600,1,0.01,157080,6월
2019,Fashion,Running Shoes,268800,2,0.01,167400,6월
2019,Fashion,Shirts,235200,4,0.05,92160,6월
2019,Home & Furniture,Sofas,80400,4,0.04,20160,6월
2019,Home & Furniture,Sofa Covers,259200,1,0.05,150240,6월
2019,Electronic,Apple Laptop,300000,3,0.02,186000,6월
2019,Fashion,Shirts,235200,2,0.02,129840,6월
2019,Fashion,Fossil Watch,190800,1,0.02,90960,6월
2019,Home & Furniture,Dinning Tables,142800,4,0.04,24000,6월
2019,Fashion,Sports Wear,102000,1,0.02,3960,6월
2019,Fashion,Suits,130800,2,0.02,29520,6월
2019,Fashion,Jeans,261600,1,0.02,160320,6월
2019,Home & Furniture,Towels,273600,2,0.01,172080,6월
2019,Fashion,Suits,130800,1,0.01,33480,6월
2019,Electronic,Iron,266400,5,0.03,130440,6월
2019,Fashion,Shirts,235200,1,0.03,132120,6월
2019,Fashion,T - Shirts,297600,3,0.04,165840,6월
2019,Fashion,Formal Shoes,255600,1,0.03,151920,6월
2019,Electronic,Samsung Mobile,264000,2,0.04,146880,6월
2019,Fashion,Sports Wear,102000,4,0.03,25560,6월
2019,Home & Furniture,Beds,93600,3,0.04,31200,6월
2019,Fashion,Sports Wear,102000,2,0.01,3960,6월
2019,Fashion,Sneakers,74400,3,0.04,24840,6월
2019,Fashion,Sports Wear,102000,5,0.02,20400,6월
2019,Home & Furniture,Umbrellas,84000,2,0.01,42000,6월
2019,Fashion,Sports Wear,102000,2,0.01,3960,6월
2019,Home & Furniture,Curtains,40800,5,0.01,8160,6월
2019,Fashion,Fossil Watch,190800,2,0.02,87120,6월
2019,Fashion,Formal Shoes,255600,5,0.04,108480,6월
2019,Fashion,Jeans,261600,4,0.01,155160,6월
2019,Fashion,Shirts,235200,5,0.04,92160,6월
2019,Home & Furniture,Bed Sheets,253200,4,0.04,116640,6월
2019,Home & Furniture,Sofas,80400,4,0.04,20160,6월
2019,Fashion,Shirts,235200,2,0.05,115680,6월
2019,Home & Furniture,Umbrellas,84000,3,0.04,27960,6월
2019,Home & Furniture,Towels,273600,1,0.04,166680,6월
2019,Fashion,Jeans,261600,4,0.05,113280,6월
2019,Home & Furniture,Curtains,40800,2,0.01,20400,6월
2019,Home & Furniture,Sofa Covers,259200,4,0.02,142440,6월
2019,Electronic,Mixer/Juicer,99600,4,0.03,24960,6월
2019,Electronic,Fans,178800,5,0.02,64920,6월
2019,Fashion,Shirts,235200,5,0.02,115680,6월
2019,Electronic,Keyboard,39600,3,0.01,13200,6월
2019,Home & Furniture,Bed Sheets,253200,3,0.04,126840,6월
2019,Fashion,Titak watch,273600,3,0.03,153000,6월
2019,Home & Furniture,Sofa Covers,259200,3,0.01,155400,6월
2019,Home & Furniture,Towels,273600,3,0.04,144720,6월
2019,Electronic,LCD,78000,3,0.04,26040,6월
2019,Home & Furniture,Dinner Crockery,159600,2,0.05,47640,6월
2019,Electronic,Watch,124800,5,0.01,22560,6월
2019,Electronic,Mouse,133200,2,0.05,23880,6월
2019,Fashion,Suits,130800,3,0.05,15240,6월
2019,Fashion,Titak watch,273600,4,0.01,166680,6월
2019,Fashion,Running Shoes,268800,4,0.03,140520,6월
2019,Electronic,Iron,266400,4,0.02,149040,6월
2019,Electronic,Keyboard,39600,3,0.02,13200,6월
2019,Fashion,Running Shoes,268800,4,0.01,162000,6월
2019,Fashion,Suits,130800,3,0.04,19080,6월
2019,Fashion,Sports Wear,102000,2,0.03,51000,6월
2019,Fashion,Jeans,261600,5,0.05,100200,6월
2019,Home & Furniture,Umbrellas,84000,1,0.03,84000,6월
2019,Electronic,Apple Laptop,300000,5,0.02,174000,6월
2019,Fashion,Titak watch,273600,3,0.01,169440,6월
2019,Home & Furniture,Dinning Tables,142800,4,0.05,18240,6월
2019,Fashion,Jeans,261600,4,0.01,155160,6월
2019,Home & Furniture,Dinner Crockery,159600,1,0.04,57240,6월
2019,Fashion,Suits,130800,3,0.01,30840,6월
2019,Fashion,Running Shoes,268800,2,0.03,156720,6월
2019,Electronic,Keyboard,39600,1,0.02,39600,6월
2019,Fashion,Sports Wear,102000,1,0.05,960,6월
2019,Fashion,Running Shoes,268800,3,0.02,156720,6월
2019,Fashion,Running Shoes,268800,3,0.01,164760,6월
2019,Fashion,Suits,130800,5,0.01,28320,6월
2019,Fashion,Fossil Watch,190800,2,0.03,83400,6월
2019,Fashion,Sneakers,74400,1,0.03,74400,6월
2019,Fashion,Shirts,235200,5,0.04,92160,6월
2019,Home & Furniture,Dinning Tables,142800,2,0.03,38280,6월
2019,Electronic,LCD,78000,5,0.05,15600,6월
2019,Home & Furniture,Shoe Rack,148800,5,0.03,30480,6월
2019,Fashion,Sports Wear,102000,3,0.01,3000,6월
2019,Fashion,Sneakers,74400,3,0.05,24840,6월
2019,Home & Furniture,Bed Sheets,253200,1,0.05,144600,6월
2019,Fashion,Titak watch,273600,2,0.05,150240,6월
2019,Home & Furniture,Sofas,80400,3,0.02,26760,6월
2019,Fashion,T - Shirts,297600,3,0.03,174840,6월
2019,Fashion,Titak watch,273600,2,0.05,150240,6월
2019,Fashion,Casula Shoes,146400,5,0.01,43080,6월
2019,Fashion,Fossil Watch,190800,3,0.02,83400,6월
2019,Fashion,Formal Shoes,255600,3,0.02,144240,6월
2019,Auto & Accessories,Car Speakers,253200,2,0.01,152160,6월
2019,Auto & Accessories,Car & Bike Care,141600,4,0.05,17280,6월
2019,Auto & Accessories,Tyre,300000,4,0.05,144000,6월
2019,Fashion,Casula Shoes,146400,4,0.01,44520,6월
2019,Auto & Accessories,Car Pillow & Neck Rest,277200,4,0.05,125760,6월
2019,Fashion,Titak watch,273600,2,0.04,155760,6월
2019,Fashion,Casula Shoes,146400,1,0.04,44520,6월
2019,Auto & Accessories,Car Mat,64800,3,0.02,21600,6월
2019,Electronic,Watch,124800,2,0.03,21360,6월
2019,Fashion,Titak watch,273600,4,0.01,166680,6월
2019,Fashion,T - Shirts,297600,3,0.04,165840,6월
2019,Fashion,Shirts,235200,4,0.02,120360,6월
2019,Home & Furniture,Dinner Crockery,159600,3,0.04,44400,6월
2019,Fashion,Shirts,235200,1,0.04,129840,6월
2019,Auto & Accessories,Car Speakers,253200,5,0.03,119280,6월
2019,Electronic,Tablet,238800,5,0.01,130920,6월
2019,Electronic,Iron,266400,4,0.03,138480,6월
2019,Electronic,Speakers,156000,3,0.01,55320,6월
2019,Fashion,Suits,130800,1,0.02,32160,6월
2019,Fashion,Sneakers,74400,2,0.02,37200,6월
2019,Fashion,Jeans,261600,4,0.05,113280,6월
2019,Fashion,T - Shirts,297600,2,0.05,171840,6월
2019,Home & Furniture,Bed Sheets,253200,1,0.05,144600,6월
2019,Home & Furniture,Dinner Crockery,159600,3,0.04,44400,6월
2019,Fashion,Running Shoes,268800,1,0.05,159360,6월
2019,Auto & Accessories,Bike Tyres,86400,4,0.03,21600,6월
2019,Fashion,Formal Shoes,255600,3,0.01,151920,6월
2019,Fashion,Jeans,261600,4,0.04,123720,6월
2019,Electronic,Mixer/Juicer,99600,1,0.03,600,6월
2019,Fashion,Fossil Watch,190800,2,0.05,75720,6월
2019,Fashion,Running Shoes,268800,3,0.05,132480,6월
2019,Fashion,Sports Wear,102000,2,0.04,51000,6월
2019,Fashion,Running Shoes,268800,2,0.01,167400,6월
2019,Home & Furniture,Curtains,40800,2,0.05,20400,6월
2019,Fashion,Titak watch,273600,1,0.02,172080,6월
2019,Electronic,LCD,78000,3,0.01,26040,6월
2019,Home & Furniture,Dinner Crockery,159600,4,0.04,38040,6월
2019,Fashion,Fossil Watch,190800,4,0.03,71880,6월
2019,Electronic,Speakers,156000,1,0.03,55320,6월
2019,Home & Furniture,Umbrellas,84000,3,0.03,27960,6월
2019,Fashion,Suits,130800,2,0.02,29520,6월
2019,Fashion,Sneakers,74400,4,0.02,18600,6월
2019,Home & Furniture,Bed Sheets,253200,5,0.01,144600,6월
2019,Fashion,Running Shoes,268800,5,0.05,105600,6월
2019,Home & Furniture,Shoe Rack,148800,1,0.04,46800,6월
2019,Auto & Accessories,Bike Tyres,86400,5,0.03,17280,6월
2019,Fashion,Fossil Watch,190800,5,0.04,56640,6월
2019,Home & Furniture,Sofa Covers,259200,3,0.03,139920,6월
2019,Fashion,Sneakers,74400,3,0.01,24840,6월
2019,Electronic,Watch,124800,2,0.05,16320,6월
2019,Electronic,Keyboard,39600,3,0.03,13200,6월
2019,Auto & Accessories,Tyre,300000,3,0.03,177000,6월
2019,Fashion,Titak watch,273600,1,0.02,172080,6월
2019,Fashion,Sports Wear,102000,3,0.01,3000,6월
2019,Auto & Accessories,Car Seat Covers,136800,1,0.05,33960,6월
2019,Fashion,Sports Wear,102000,1,0.01,5040,6월
2019,Auto & Accessories,Car Mat,64800,2,0.04,32400,6월
2019,Fashion,Sports Wear,102000,4,0.02,25560,6월
